query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g2244.t1	192875.XP_004364725.1	9.32e-39	151.0	COG0524@1|root,KOG2855@2759|Eukaryota,38FCH@33154|Opisthokonta	33154|Opisthokonta	G	Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway	RBKS	GO:0000166,GO:0003674,GO:0003824,GO:0004747,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006014,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019200,GO:0019321,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0046835,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:0097159,GO:0097367,GO:1901135,GO:1901265,GO:1901360,GO:1901363,GO:1901564	2.7.1.15	ko:K00852	ko00030,map00030	-	R01051,R02750	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
g2245.t1	104355.XP_007862295.1	4.32e-05	56.6	COG5391@1|root,KOG2273@2759|Eukaryota,38EWR@33154|Opisthokonta,3NUW9@4751|Fungi,3UYW2@5204|Basidiomycota,226RX@155619|Agaricomycetes,3H1TN@355688|Agaricomycetes incertae sedis	4751|Fungi	U	PX-associated	-	GO:0003674,GO:0003824,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006091,GO:0008150,GO:0008152,GO:0008289,GO:0009055,GO:0009061,GO:0009987,GO:0015980,GO:0016491,GO:0022900,GO:0035091,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0055114	-	-	-	-	-	-	-	-	-	-	DUF3818,PX,PXB
g2247.t1	109760.SPPG_03523T0	3.28e-92	289.0	COG5154@1|root,KOG2971@2759|Eukaryota,38EW3@33154|Opisthokonta,3NUGV@4751|Fungi	4751|Fungi	J	ribosome biogenesis protein brx1	BRX1	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008097,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0030684,GO:0030687,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042134,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070013,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990904	-	ko:K14820	-	-	-	-	ko00000,ko03009	-	-	-	Brix
g2248.t1	164328.Phyra76407	6.67e-14	72.0	2DZRR@1|root,2S78I@2759|Eukaryota,3QFRZ@4776|Peronosporales	4776|Peronosporales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g2249.t1	65071.PYU1_T011670	1.03e-88	276.0	KOG2981@1|root,KOG2981@2759|Eukaryota,1MDEV@121069|Pythiales	121069|Pythiales	O	Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	Autophagy_C,Autophagy_N,Autophagy_act_C
g2250.t1	41875.XP_007509883.1	7.59e-215	641.0	COG0465@1|root,KOG0731@2759|Eukaryota,37IFQ@33090|Viridiplantae,34GNY@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the AAA ATPase family	-	-	-	ko:K08956	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
g2251.t1	4098.XP_009600786.1	8.56e-18	94.7	COG0465@1|root,KOG0731@2759|Eukaryota,37IFQ@33090|Viridiplantae,3GE5T@35493|Streptophyta,44PJA@71274|asterids	35493|Streptophyta	O	ATP-dependent zinc metalloprotease FTSH 8, mitochondrial-like	-	-	-	ko:K08956	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
g2255.t1	1385935.N836_19235	2.6e-16	93.2	COG4251@1|root,COG4251@2|Bacteria,1GHC4@1117|Cyanobacteria,1H8KS@1150|Oscillatoriales	1117|Cyanobacteria	T	Bacteriophytochrome (Light-regulated signal transduction histidine kinase)	-	-	-	-	-	-	-	-	-	-	-	-	GAF,HATPase_c,HisKA,PAS_2,PHY
g2256.t1	44056.XP_009035970.1	3.92e-59	209.0	COG5258@1|root,KOG0463@2759|Eukaryota	2759|Eukaryota	J	GTP metabolic process	-	-	-	-	-	-	-	-	-	-	-	-	GTP_EFTU,GTP_EFTU_D3
g2258.t1	159749.K0TKS7	3.28e-06	54.3	COG0636@1|root,KOG0232@2759|Eukaryota,2XBVI@2836|Bacillariophyta	2836|Bacillariophyta	P	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells	-	-	-	ko:K02155	ko00190,ko01100,ko04142,ko04145,ko04721,ko04966,ko05110,ko05120,ko05152,ko05323,map00190,map01100,map04142,map04145,map04721,map04966,map05110,map05120,map05152,map05323	M00160	-	-	ko00000,ko00001,ko00002	3.A.2.2	-	-	ATP-synt_C
g2259.t1	88036.EFJ14101	8.85e-293	834.0	COG3808@1|root,2QPJC@2759|Eukaryota,37IY7@33090|Viridiplantae,3GCJM@35493|Streptophyta	35493|Streptophyta	C	pyrophosphate-energized membrane proton pump	-	GO:0000139,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005773,GO:0005794,GO:0005802,GO:0006810,GO:0008150,GO:0009678,GO:0012505,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0022804,GO:0022857,GO:0031090,GO:0031410,GO:0031982,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0097708,GO:0098588,GO:0098791	3.6.1.1	ko:K01507	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	H_PPase
g2261.t1	35128.Thaps7800	2.35e-74	277.0	28UP7@1|root,2R1E5@2759|Eukaryota,2XFNM@2836|Bacillariophyta	2836|Bacillariophyta	S	Protein kinase domain	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase
g2262.t1	4555.Si030220m	2.05e-120	371.0	COG0204@1|root,KOG2898@2759|Eukaryota,37PDM@33090|Viridiplantae,3GB7D@35493|Streptophyta,3KWMF@4447|Liliopsida,3IBRK@38820|Poales	35493|Streptophyta	I	Acyltransferase	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004366,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0006072,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006638,GO:0006639,GO:0006641,GO:0006651,GO:0006793,GO:0006796,GO:0007275,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0009058,GO:0009555,GO:0009791,GO:0009987,GO:0010152,GO:0010154,GO:0010344,GO:0010876,GO:0012505,GO:0016020,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019432,GO:0019637,GO:0019752,GO:0019915,GO:0021700,GO:0022414,GO:0031984,GO:0032501,GO:0032502,GO:0032787,GO:0033036,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043621,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046339,GO:0046394,GO:0046460,GO:0046463,GO:0046486,GO:0048229,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051179,GO:0051235,GO:0052646,GO:0061458,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0071944,GO:0072330,GO:0098827,GO:1901135,GO:1901576	2.3.1.15	ko:K13506	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
g2265.t1	7209.EFO24256.2	1.82e-08	64.3	KOG3922@1|root,KOG3922@2759|Eukaryota,38GRJ@33154|Opisthokonta,3B9RX@33208|Metazoa,3CUS0@33213|Bilateria,40CJD@6231|Nematoda,1KUM0@119089|Chromadorea	33208|Metazoa	O	Sulfotransferase family	HS2ST1	GO:0000139,GO:0000271,GO:0001655,GO:0001657,GO:0001822,GO:0001823,GO:0001838,GO:0002009,GO:0003674,GO:0003824,GO:0004394,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006029,GO:0006082,GO:0006790,GO:0006807,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007424,GO:0008146,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009653,GO:0009790,GO:0009887,GO:0009888,GO:0009987,GO:0010769,GO:0010975,GO:0012505,GO:0015012,GO:0015014,GO:0015015,GO:0016020,GO:0016051,GO:0016331,GO:0016740,GO:0016782,GO:0019538,GO:0022008,GO:0022603,GO:0022604,GO:0023052,GO:0030154,GO:0030166,GO:0030201,GO:0030202,GO:0030203,GO:0030334,GO:0031090,GO:0031344,GO:0031984,GO:0032101,GO:0032501,GO:0032502,GO:0032879,GO:0033692,GO:0034483,GO:0034637,GO:0034645,GO:0035148,GO:0035239,GO:0035295,GO:0040008,GO:0040012,GO:0040014,GO:0040018,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045595,GO:0045664,GO:0045927,GO:0048513,GO:0048518,GO:0048583,GO:0048598,GO:0048638,GO:0048639,GO:0048646,GO:0048699,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050770,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0050920,GO:0051094,GO:0051128,GO:0051239,GO:0051240,GO:0051270,GO:0051716,GO:0051960,GO:0060284,GO:0060429,GO:0060541,GO:0060562,GO:0060675,GO:0060676,GO:0060993,GO:0061326,GO:0061333,GO:0065007,GO:0071704,GO:0072001,GO:0072006,GO:0072009,GO:0072028,GO:0072073,GO:0072078,GO:0072079,GO:0072080,GO:0072088,GO:0072163,GO:0072164,GO:0072171,GO:0072172,GO:0072175,GO:0098588,GO:0098791,GO:0120035,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1902667,GO:1903510,GO:2000026,GO:2000145	-	ko:K02513	ko00534,map00534	-	-	-	ko00000,ko00001,ko01000,ko01003	-	-	-	Sulfotransfer_2
g2266.t1	65071.PYU1_T013216	4.96e-57	192.0	COG2365@1|root,KOG1572@2759|Eukaryota,1MFF1@121069|Pythiales	121069|Pythiales	V	Tyrosine-protein phosphatase OCA1. Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	Y_phosphatase2
g2267.t1	7237.FBpp0287914	2.72e-07	60.8	KOG2246@1|root,KOG2246@2759|Eukaryota,38C0F@33154|Opisthokonta,3BANH@33208|Metazoa,3CS5Q@33213|Bilateria,41XRN@6656|Arthropoda,3SHHQ@50557|Insecta,451P0@7147|Diptera,45V58@7214|Drosophilidae	33208|Metazoa	G	Transferase activity, transferring glycosyl groups	-	GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006493,GO:0006807,GO:0008150,GO:0008152,GO:0008378,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0016263,GO:0016266,GO:0016267,GO:0016740,GO:0016757,GO:0016758,GO:0019538,GO:0034645,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0048531,GO:0070085,GO:0071704,GO:0140096,GO:0140103,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.4.1.122	ko:K00731	ko00512,ko01100,map00512,map01100	M00056	R05908	-	ko00000,ko00001,ko00002,ko01000,ko01003	-	GT31	-	Fringe
g2268.t1	3885.XP_007147387.1	2.18e-13	70.1	KOG4455@1|root,KOG4455@2759|Eukaryota,37VPK@33090|Viridiplantae,3GJST@35493|Streptophyta,4JPZE@91835|fabids	35493|Streptophyta	S	ER membrane protein complex subunit	-	-	-	-	-	-	-	-	-	-	-	-	Rab5ip
g2270.t1	2880.D7G3S7	2.94e-87	282.0	COG0004@1|root,KOG0682@2759|Eukaryota	2759|Eukaryota	U	ammonium transmembrane transporter activity	amt-1	-	-	ko:K03320	-	-	-	-	ko00000,ko02000	1.A.11	-	-	Ammonium_transp
g2273.t1	554065.XP_005852239.1	1.78e-108	338.0	COG0004@1|root,KOG0682@2759|Eukaryota,37HQP@33090|Viridiplantae,34J8I@3041|Chlorophyta	3041|Chlorophyta	P	Ammonium transporter	-	-	-	ko:K03320	-	-	-	-	ko00000,ko02000	1.A.11	-	-	Ammonium_transp
g2274.t1	55529.EKX51862	1.21e-151	442.0	COG0174@1|root,KOG0683@2759|Eukaryota	2759|Eukaryota	E	glutamine biosynthetic process	-	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
g2278.t1	2880.D7FPA6	9.41e-165	471.0	COG0174@1|root,KOG0683@2759|Eukaryota	2759|Eukaryota	E	glutamine biosynthetic process	-	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
g2279.t1	2903.EOD32217	3.61e-111	365.0	COG0534@1|root,KOG1347@2759|Eukaryota	2759|Eukaryota	V	antiporter activity	-	-	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
g2281.t1	88036.EFJ35800	8.69e-30	118.0	COG0265@1|root,KOG3129@2759|Eukaryota,37R2T@33090|Viridiplantae,3GEG1@35493|Streptophyta	35493|Streptophyta	O	26S proteasome non-ATPase regulatory subunit	-	-	-	ko:K06693	-	-	-	-	ko00000,ko03051	-	-	-	PDZ_2
g2283.t1	65071.PYU1_T002878	6.15e-51	178.0	KOG0836@1|root,KOG0836@2759|Eukaryota,1MBC3@121069|Pythiales	121069|Pythiales	Z	F-actin-capping protein subunit alpha. Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	F-actin_cap_A
g2284.t1	3075.A0A087SLT1	1.07e-43	160.0	COG0647@1|root,KOG1618@2759|Eukaryota,37R1D@33090|Viridiplantae	33090|Viridiplantae	G	Hydrolase family protein HAD-superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_6,Hydrolase_like
g2285.t1	588596.U9TG98	2.09e-43	171.0	KOG0285@1|root,KOG0285@2759|Eukaryota,38DW7@33154|Opisthokonta,3NVRR@4751|Fungi	4751|Fungi	A	factor PRP46	PRP46	GO:0000151,GO:0000375,GO:0000377,GO:0000398,GO:0000974,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0031461,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0071011,GO:0071013,GO:0071014,GO:0071704,GO:0080008,GO:0090304,GO:1901360,GO:1902494,GO:1990234,GO:1990904	-	ko:K11723,ko:K12862	ko03040,ko05225,map03040,map05225	M00353,M00355	-	-	ko00000,ko00001,ko00002,ko03036,ko03041,ko03400	-	-	-	WD40
g2286.t1	159749.K0SFY3	2.11e-99	332.0	COG0406@1|root,KOG0234@2759|Eukaryota,2XB6T@2836|Bacillariophyta	2836|Bacillariophyta	G	6-phosphofructo-2-kinase	-	-	-	-	-	-	-	-	-	-	-	-	6PF2K,His_Phos_1
g2288.t1	6412.HelroP90190	6.62e-51	177.0	COG1073@1|root,KOG1552@2759|Eukaryota,38BRA@33154|Opisthokonta,3B98R@33208|Metazoa,3CX2I@33213|Bilateria	33208|Metazoa	O	regulation of protein localization to microtubule	ABHD17B	GO:0002084,GO:0003008,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0006464,GO:0006497,GO:0006807,GO:0006950,GO:0007610,GO:0007611,GO:0007612,GO:0008104,GO:0008150,GO:0008152,GO:0008306,GO:0008474,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009605,GO:0009987,GO:0009991,GO:0010008,GO:0012505,GO:0014069,GO:0016020,GO:0016787,GO:0016788,GO:0016790,GO:0018345,GO:0019538,GO:0030163,GO:0030425,GO:0031090,GO:0031344,GO:0031410,GO:0031667,GO:0031982,GO:0032279,GO:0032501,GO:0032879,GO:0032880,GO:0033036,GO:0034613,GO:0034645,GO:0035601,GO:0036211,GO:0036477,GO:0042157,GO:0042158,GO:0042159,GO:0042594,GO:0042595,GO:0042995,GO:0043005,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045202,GO:0048518,GO:0048519,GO:0050789,GO:0050794,GO:0050803,GO:0050807,GO:0050877,GO:0050890,GO:0050896,GO:0051128,GO:0051179,GO:0051641,GO:0055037,GO:0055038,GO:0060341,GO:0065007,GO:0065008,GO:0070727,GO:0071683,GO:0071704,GO:0071944,GO:0072657,GO:0097447,GO:0097458,GO:0097708,GO:0098588,GO:0098599,GO:0098732,GO:0098734,GO:0098794,GO:0098805,GO:0098984,GO:0099175,GO:0099572,GO:0120025,GO:0120035,GO:0120038,GO:0140096,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1902473,GO:1902816,GO:1902817,GO:1902950,GO:1903827,GO:1903828,GO:1903829,GO:1905666,GO:1905668	-	ko:K09208	-	-	-	-	ko00000,ko03000	-	-	-	Hydrolase_4
g2289.t1	1279017.AQYJ01000029_gene3547	3.14e-15	85.1	COG3391@1|root,COG3391@2|Bacteria,1QU01@1224|Proteobacteria,1T1JK@1236|Gammaproteobacteria,46AK1@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	Major royal jelly protein	-	-	-	-	-	-	-	-	-	-	-	-	MRJP
g2290.t1	7719.XP_002125844.1	3.79e-101	308.0	COG5285@1|root,KOG3290@2759|Eukaryota,38EX9@33154|Opisthokonta,3B9VM@33208|Metazoa,3CV1M@33213|Bilateria,488Y9@7711|Chordata	33208|Metazoa	I	phytanoyl-CoA dioxygenase activity	PHYH	GO:0001561,GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005782,GO:0005829,GO:0006082,GO:0006103,GO:0006605,GO:0006625,GO:0006629,GO:0006631,GO:0006720,GO:0006810,GO:0006886,GO:0006996,GO:0007031,GO:0008104,GO:0008150,GO:0008152,GO:0008198,GO:0009056,GO:0009062,GO:0009987,GO:0015031,GO:0015833,GO:0016042,GO:0016043,GO:0016054,GO:0016491,GO:0016705,GO:0016706,GO:0019395,GO:0019752,GO:0030258,GO:0031406,GO:0031907,GO:0031974,GO:0032787,GO:0033036,GO:0033365,GO:0034440,GO:0034613,GO:0036094,GO:0042579,GO:0042886,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043574,GO:0043648,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046395,GO:0046872,GO:0046907,GO:0046914,GO:0048037,GO:0048244,GO:0051179,GO:0051186,GO:0051213,GO:0051234,GO:0051641,GO:0051649,GO:0055114,GO:0070013,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072329,GO:0072594,GO:0072662,GO:0072663,GO:0097089,GO:1901575	1.14.11.18	ko:K00477	ko04146,map04146	-	-	-	ko00000,ko00001,ko01000	-	-	-	PhyH
g2291.t1	46429.BV95_02276	4.62e-49	186.0	2DB8I@1|root,2Z7RY@2|Bacteria,1MY4M@1224|Proteobacteria,2U2A8@28211|Alphaproteobacteria,2K1YC@204457|Sphingomonadales	204457|Sphingomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g2293.t1	1282876.BAOK01000001_gene1459	1.02e-49	190.0	2DB8I@1|root,2Z7RY@2|Bacteria,1MY4M@1224|Proteobacteria,2U2A8@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g2294.t1	27679.XP_003937339.1	0.000809	52.4	COG0666@1|root,KOG0504@2759|Eukaryota,39SVQ@33154|Opisthokonta,3BCY7@33208|Metazoa,3CWQE@33213|Bilateria,480HT@7711|Chordata,492S2@7742|Vertebrata,3J46R@40674|Mammalia,35ENW@314146|Euarchontoglires,4MMJV@9443|Primates	33208|Metazoa	S	Ankyrin repeat	ANKRD7	-	-	ko:K17299	-	-	-	-	ko00000,ko04147	-	-	-	Ank,Ank_2,Ank_4,CCDC144C,DUF3496
g2295.t1	109478.XP_005869357.1	2.19e-08	62.0	KOG4207@1|root,KOG4207@2759|Eukaryota,39TE4@33154|Opisthokonta,3BIE2@33208|Metazoa,3CTIZ@33213|Bilateria,482ZS@7711|Chordata,490KP@7742|Vertebrata,3JBCK@40674|Mammalia,4M2RF@9397|Chiroptera	33208|Metazoa	A	Serine arginine-rich splicing factor	SRSF2	GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000785,GO:0001178,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006355,GO:0006357,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031440,GO:0031974,GO:0031981,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0043484,GO:0044087,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0046483,GO:0048024,GO:0050684,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0060260,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1903311,GO:1903506,GO:2000112,GO:2000142,GO:2001141	-	ko:K12891	ko03040,ko05168,map03040,map05168	-	-	-	ko00000,ko00001,ko03041	-	-	-	RRM_1
